station,start_min,end_min,duration_min,cause,start_timestamp,end_timestamp
S3_Assembly,16031.634852543733,16040.386955062018,8.255789881645786,fixture_jam,2024-01-12 09:12:06,2024-01-12 09:20:36
S1_CNC_Machining,44625.94397433225,,30.020222584515952,coolant_system,2024-02-01 05:45:51,2024-02-01 06:15:56
S1_CNC_Machining,108923.30717148607,108932.97600600746,9.843193058137462,spindle_failure,2024-03-16 21:23:07,2024-03-16 21:33:22
S2_Welding,110815.02794473174,110832.03678505158,17.928460931453763,wire_feed_jam,2024-03-18 04:54:42,2024-03-18 05:12:17
S4_Inspection,11096.6412377154,11125.885867025685,29.495081505949493,camera_failure,2024-01-08 22:56:33,2024-01-08 23:26:18
S2_Welding,32261.48708731335,32302.42123933422,40.892038736377486,wire_feed_jam,2024-01-23 15:41:09,2024-01-23 16:22:06
S1_CNC_Machining,59331.66641011591,59383.31082862599,52.50835105984315,coolant_system,2024-02-11 10:51:39,2024-02-11 11:43:40
S2_Welding,70762.13478594275,70780.30494139834,18.11672119485181,gas_flow_issue,2024-02-19 09:22:03,2024-02-19 09:40:29
S2_Welding,24954.57304271628,24994.859653317497,40.252950806200616,power_supply_fault,2024-01-18 13:54:52,2024-01-18 14:34:42
S2_Welding,41980.49537357465,42007.80834515213,28.00823591622376,electrode_wear,2024-01-30 09:40:23,2024-01-30 10:08:03
S2_Welding,7394.586269974168,7429.535229610496,35.511021323992765,power_supply_fault,2024-01-06 09:14:20,2024-01-06 09:49:49
S1_CNC_Machining,58740.259312760514,58794.10053749978,54.23420701040125,spindle_failure,2024-02-11 01:00:07,2024-02-11 01:53:51
S4_Inspection,65609.89801919757,65626.3811803817,17.118464304316156,software_crash,2024-02-15 19:29:37,2024-02-15 19:46:39
S2_Welding,41837.1342314492,41864.65028777846,27.60161462679649,gas_flow_issue,2024-01-30 07:17:25,2024-01-30 07:44:33
S5_Packaging,33240.83535094453,33261.33487669624,20.8290624590555,label_printer_fault,2024-01-24 08:00:32,2024-01-24 08:21:01
S5_Packaging,16362.701490146028,16380.735489175187,18.558312800505682,label_printer_fault,2024-01-12 14:42:13,2024-01-12 15:01:04
S5_Packaging,120960.1780670252,120985.22853901004,24.857919939864708,conveyor_jam,2024-03-25 05:59:55,2024-03-25 06:25:05
S1_CNC_Machining,32263.730126113587,32303.814781532288,40.47890059575339,spindle_failure,2024-01-23 15:43:28,2024-01-23 16:24:11
S1_CNC_Machining,69563.54325778362,69599.31761560413,36.28575182294612,coolant_system,2024-02-18 13:23:38,2024-02-18 13:59:36
S5_Packaging,9601.791122530532,9617.476751448072,15.975881943396494,label_printer_fault,2024-01-07 22:01:52,2024-01-07 22:17:24
S2_Welding,44523.33291807612,44546.52415528096,23.831293298315057,power_supply_fault,2024-02-01 04:03:07,2024-02-01 04:26:55
S1_CNC_Machining,68172.59886535365,68201.36294421708,28.707221487276975,tool_breakage,2024-02-17 14:12:47,2024-02-17 14:41:39
S2_Welding,74034.51005477404,74061.33750210036,26.82244103534223,electrode_wear,2024-02-21 15:54:37,2024-02-21 16:21:48
S1_CNC_Machining,24280.412037485406,24332.518612832308,52.759240715673144,coolant_system,2024-01-18 02:40:11,2024-01-18 03:32:54
S3_Assembly,19584.475322913895,19599.48942190252,15.525487749013273,pneumatic_tool_failure,2024-01-14 20:24:24,2024-01-14 20:39:46
S1_CNC_Machining,107792.64738849815,107855.90300249006,62.30721432600487,coolant_system,2024-03-16 02:33:01,2024-03-16 03:35:41
S1_CNC_Machining,113404.9299446687,113448.81096304739,,tool_breakage,2024-03-20 00:04:50,2024-03-20 00:48:18
S4_Inspection,23220.646628273305,23239.755947729285,19.350338821329196,software_crash,2024-01-17 09:01:00,2024-01-17 09:19:57
S1_CNC_Machining,10194.337136549842,10255.113873560806,60.29083819998574,servo_error,2024-01-08 07:54:47,2024-01-08 08:55:32
S3_Assembly,120554.15497784587,120567.2697948166,13.48358648795289,fixture_jam,2024-03-24 23:14:30,2024-03-24 23:27:39
S4_Inspection,52061.86367993905,52091.66393001141,29.191458199609432,camera_failure,2024-02-06 09:42:09,2024-02-06 10:11:44
S1_CNC_Machining,15121.406114959185,15144.942539568943,23.495604532821076,tool_breakage,2024-01-11 18:01:25,2024-01-11 18:25:14
S4_Inspection,86246.0619551954,86272.79135760166,26.364261201363725,calibration_drift,2024-03-01 03:25:43,2024-03-01 03:52:19
S4_Inspection,22986.090187280653,23003.002603929766,16.904857277436086,camera_failure,2024-01-17 05:05:56,2024-01-17 05:23:07
S3_Assembly,3859.086867294862,3882.65626895415,23.04723413979311,fixture_jam,2024-01-03 22:19:29,2024-01-03 22:42:51
S5_Packaging,17735.123067996734,17765.44155838514,30.413252464071785,seal_bar_failure,2024-01-13 13:34:38,2024-01-13 14:05:28
S3_Assembly,40846.81856021386,40860.19368832521,13.939592760780885,pneumatic_tool_failure,2024-01-29 14:46:34,2024-01-29 15:00:18
S4_Inspection,103483.15470916845,103496.43392429387,14.044322919354606,camera_failure,2024-03-13 02:43:13,2024-03-13 02:56:55
S4_Inspection,9134.054863127853,9150.545352195562,16.13193441935679,calibration_drift,2024-01-07 14:14:10,2024-01-07 14:30:46
S5_Packaging,122997.6605210667,123002.6229948332,5.167221735310947,seal_bar_failure,2024-03-26 15:57:22,2024-03-26 16:02:22
S1_CNC_Machining,114475.66960095653,114519.58854611947,45.1043255798519,tool_breakage,2024-03-20 17:55:11,2024-03-20 18:39:51
S1_CNC_Machining,,111554.31904522047,27.740460553207782,coolant_system,2024-03-18 16:46:42,2024-03-18 17:14:42
S2_Welding,59178.94943929472,59210.91072064095,31.47726636611317,electrode_wear,2024-02-11 08:19:04,2024-02-11 08:50:56
S2_Welding,55508.63506214103,55538.501756456724,29.919821899087122,gas_flow_issue,2024-02-08 19:08:13,2024-02-08 19:38:04
S2_Welding,117166.42764159894,117205.0964796486,38.37105161130941,electrode_wear,2024-03-22 14:46:40,2024-03-22 15:25:17
S2_Welding,45164.46262766175,45208.95723003061,44.62111801136228,electrode_wear,2024-02-01 14:44:06,2024-02-01 15:28:30
S1_CNC_Machining,101543.75196134113,101621.3298720929,78.95835201330277,servo_error,2024-03-11 18:23:16,2024-03-11 19:41:45
S1_CNC_Machining,64018.91795161618,64058.22693517703,39.66943634144611,coolant_system,2024-02-14 16:58:25,2024-02-14 17:38:18
S2_Welding,124863.92702333441,124903.4843218128,39.561604376026885,electrode_wear,2024-03-27 23:03:26,2024-03-27 23:43:24
S4_Inspection,118458.23487884748,118482.64352655488,23.24230401994339,camera_failure,2024-03-23 12:18:43,2024-03-23 12:42:16
S4_Inspection,42290.293362131015,42295.04819524699,5.260044633009734,calibration_drift,2024-01-30 14:50:16,2024-01-30 14:55:16
S1_CNC_Machining,61617.66185267587,61660.16368992765,41.442175046458374,servo_error,2024-02-13 00:57:56,2024-02-13 01:39:50
S5_Packaging,51544.7427656505,51579.37328865442,33.7480376025082,seal_bar_failure,2024-02-06 01:04:52,2024-02-06 01:39:06
S1_CNC_Machining,113752.448175841,113819.00231041899,66.5260656940145,tool_breakage,2024-03-20 05:52:33,2024-03-20 06:58:46
S1_CNC_Machining,60484.52961761819,60546.58194258559,62.52775532576826,servo_error,2024-02-12 06:04:12,2024-02-12 07:06:37
S2_Welding,81538.20376255969,81571.50767224719,33.39870909246547,wire_feed_jam,2024-02-26 20:58:21,2024-02-26 21:31:28
S3_Assembly,32278.626699734417,32293.134635700877,14.335271446335616,pneumatic_tool_failure,2024-01-23 15:58:16,2024-01-23 16:12:51
S2_Welding,128993.7268753443,129036.10665212778,41.434650747412334,electrode_wear,2024-03-30 19:53:59,2024-03-30 20:35:51
S1_CNC_Machining,63684.60818555435,63742.22797178792,57.67668256162622,coolant_system,2024-02-14 11:24:26,2024-02-14 12:22:00
S1_CNC_Machining,65717.03061615479,65753.26546975668,36.440942142994544,spindle_failure,2024-02-15 21:16:31,2024-02-15 21:53:18
S2_Welding,,125346.9400693374,36.660923802520536,gas_flow_issue,2024-03-28 06:30:35,2024-03-28 07:07:05
S2_Welding,35450.73258112427,35486.31683324922,36.0942669937793,power_supply_fault,2024-01-25 20:50:25,2024-01-25 21:26:25
S2_Welding,28960.1736087463,28988.692117224604,,electrode_wear,2024-01-21 08:40:03,2024-01-21 09:09:04
S2_Welding,116949.41543951906,116971.33579897949,21.80948099191234,power_supply_fault,2024-03-22 11:09:09,2024-03-22 11:31:15
S4_Inspection,2273.675638885359,2291.27335489177,17.95251157184893,calibration_drift,2024-01-02 19:53:16,2024-01-02 20:11:32
S2_Welding,55766.49610306117,55793.37525256275,27.30025544456728,electrode_wear,2024-02-08 23:26:00,2024-02-08 23:52:55
S3_Assembly,21023.820440049258,21035.824368536993,12.466304984629987,sensor_misread,2024-01-15 20:23:21,2024-01-15 20:36:00
S1_CNC_Machining,,3712.4681635217626,40.74264710758391,tool_breakage,2024-01-03 19:12:13,2024-01-03 19:52:35
S2_Welding,21947.834936511415,21974.666987950684,27.02265521514706,gas_flow_issue,2024-01-16 11:47:23,2024-01-16 12:14:16
S2_Welding,107088.99580198842,107119.40223382236,,gas_flow_issue,2024-03-15 14:49:02,2024-03-15 15:19:13
S1_CNC_Machining,118138.0905599449,118165.06080581323,27.326015505763635,coolant_system,2024-03-23 06:57:56,2024-03-23 07:24:59
S2_Welding,76859.69387073076,76882.92626704296,23.367527595243562,gas_flow_issue,2024-02-23 14:59:49,2024-02-23 15:22:50
S2_Welding,106878.56291622952,106914.23895309202,35.6614838376963,power_supply_fault,2024-03-15 11:18:44,2024-03-15 11:54:05
S4_Inspection,95094.52698525302,95103.6492484023,9.413535973916831,calibration_drift,2024-03-07 06:54:41,2024-03-07 07:04:07
S5_Packaging,20241.86521082557,,19.323046570693908,conveyor_jam,2024-01-15 07:21:26,2024-01-15 07:41:03
S4_Inspection,63790.59297778435,63814.90456252554,24.46991072647138,calibration_drift,2024-02-14 13:10:47,2024-02-14 13:34:46
S1_CNC_Machining,72717.10758235045,72746.37111096735,29.31854798679933,spindle_failure,2024-02-20 17:56:51,2024-02-20 18:26:14
S2_Welding,15458.08442761504,15478.546152546578,20.86291053243601,electrode_wear,2024-01-11 23:38:01,2024-01-11 23:58:49
S1_CNC_Machining,111753.91105441688,111801.97274395677,48.644570563465216,spindle_failure,2024-03-18 20:33:24,2024-03-18 21:21:55
S5_Packaging,55737.13827394649,55753.17510784649,16.282566075538245,label_printer_fault,2024-02-08 22:57:07,2024-02-08 23:12:54
S1_CNC_Machining,120695.25896150533,120752.3852960276,57.37961772654136,spindle_failure,2024-03-25 01:34:48,2024-03-25 02:32:20
